;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 2013-10-08 21:27:27
;----------------------------------------------

;Address Opcode 	ASM
0x2802	0x0E01      	MOVLW       hi_addr(FLOC__readIR)
0x2804	0x6E01      	MOVWF       R1 
0x2806	0xF00CECF0  	CALL        _delSpaces, 0
0x280A	0x0E2A      	MOVLW       _strIr2
0x280C	0x6EE1      	MOVWF       FSR1 
0x280E	0x0E00      	MOVLW       hi_addr(_strIr2)
0x2810	0x6EE2      	MOVWF       FSR1H 
0x2812	0x0EA1      	MOVLW       FLOC__readIR
0x2814	0x6ED9      	MOVWF       FSR2 
0x2816	0x0E01      	MOVLW       hi_addr(FLOC__readIR)
0x2818	0x6EDA      	MOVWF       FSR2H 
0x281A	0xF00BEC08  	CALL        ___CS2S, 0
0x281E	0x6AE6      	CLRF        POSTINC1 
0x2820	0x0012      	RETURN      0
; end of _readIR
_UART1_Init:
0x2822	0x0EB0      	MOVLW       _UART1_Write
0x2824	0x6E5C      	MOVWF       _UART_Wr_Ptr 
0x2826	0x0E1E      	MOVLW       hi_addr(_UART1_Write)
0x2828	0x6E5D      	MOVWF       _UART_Wr_Ptr+1 
0x282A	0x0E02      	MOVLW       FARG_UART1_Write_data_
0x282C	0x6E5E      	MOVWF       _UART_Wr_Ptr+2 
0x282E	0x0E03      	MOVLW       hi_addr(FARG_UART1_Write_data_)
0x2830	0x6E5F      	MOVWF       _UART_Wr_Ptr+3 
0x2832	0x0E24      	MOVLW       _UART1_Read
0x2834	0x0100      	MOVLB       0
0x2836	0x6F61      	MOVWF       _UART_Rd_Ptr, 1
0x2838	0x0E21      	MOVLW       hi_addr(_UART1_Read)
0x283A	0x6F62      	MOVWF       _UART_Rd_Ptr+1, 1
0x283C	0x0E00      	MOVLW       0
0x283E	0x6F63      	MOVWF       _UART_Rd_Ptr+2, 1
0x2840	0x0E00      	MOVLW       0
0x2842	0x6F64      	MOVWF       _UART_Rd_Ptr+3, 1
0x2844	0x0E60      	MOVLW       _UART1_Data_Ready
0x2846	0x6E58      	MOVWF       _UART_Rdy_Ptr 
0x2848	0x0E1A      	MOVLW       hi_addr(_UART1_Data_Ready)
0x284A	0x6E59      	MOVWF       _UART_Rdy_Ptr+1 
0x284C	0x0E00      	MOVLW       0
0x284E	0x6E5A      	MOVWF       _UART_Rdy_Ptr+2 
0x2850	0x0E00      	MOVLW       0
0x2852	0x6E5B      	MOVWF       _UART_Rdy_Ptr+3 
0x2854	0x0EFF      	MOVLW       _UART1_TX_Idle
0x2856	0x6E53      	MOVWF       _UART_TX_Idle_Ptr 
0x2858	0x0EFF      	MOVLW       hi_addr(_UART1_TX_Idle)
0x285A	0x6E54      	MOVWF       _UART_TX_Idle_Ptr+1 
0x285C	0x0E00      	MOVLW       0
0x285E	0x6E55      	MOVWF       _UART_TX_Idle_Ptr+2 
0x2860	0x0E00      	MOVLW       0
0x2862	0x6E56      	MOVWF       _UART_TX_Idle_Ptr+3 
0x2864	0x8AAC      	BSF         TXSTA, 5 
0x2866	0x0E90      	MOVLW       144
0x2868	0x6EAB      	MOVWF       RCSTA 
0x286A	0x8E94      	BSF         TRISC7_bit, 7 
0x286C	0x9C94      	BCF         TRISC6_bit, 6 
L__UART1_Init2:
0x286E	0xAA9E      	BTFSS       PIR1, 5 
0x2870	0xD003      	BRA         L__UART1_Init3
0x2872	0xF000CFAE  	MOVFF       RCREG, R0
0x2876	0xD7FB      	BRA         L__UART1_Init2
L__UART1_Init3:
0x2878	0x0012      	RETURN      0
; end of _UART1_Init
_HID_Write:
0x287A	0xF302C19D  	MOVFF       FARG_HID_Write_writebuff, FARG_Gen_Write_writebuff
0x287E	0xF303C19E  	MOVFF       FARG_HID_Write_writebuff+1, FARG_Gen_Write_writebuff+1
0x2882	0xF304C19F  	MOVFF       FARG_HID_Write_len, FARG_Gen_Write_length
0x2886	0x0E01      	MOVLW       1
0x2888	0x0103      	MOVLB       3
0x288A	0x6F05      	MOVWF       FARG_Gen_Write_ep, 1
0x288C	0xF00DEC37  	CALL        _Gen_Write, 0
0x2890	0x0012      	RETURN      0
; end of _HID_Write
_HID_Read:
0x2892	0xF302C105  	MOVFF       __Lib_USB_genHID_USB_Read_Buffer, FARG_Gen_Read_readbuff
0x2896	0xF303C106  	MOVFF       __Lib_USB_genHID_USB_Read_Buffer+1, FARG_Gen_Read_readbuff+1
0x289A	0x0E40      	MOVLW       64
0x289C	0x0103      	MOVLB       3
0x289E	0x6F04      	MOVWF       FARG_Gen_Read_length, 1
0x28A0	0x0E01      	MOVLW       1
0x28A2	0x6F05      	MOVWF       FARG_Gen_Read_ep, 1
0x28A4	0xDC70      	RCALL       _Gen_Read
0x28A6	0x0012      	RETURN      0
; end of _HID_Read
_USB_Interrupt_Proc:
0x28A8	0x5057      	MOVF        __Lib_USB_genHID_USBDeviceState, 0 
0x28AA	0x0A01      	XORLW       1
0x28AC	0xE107      	BNZ         L_USB_Interrupt_Proc50
0x28AE	0xBA6D      	BTFSC       SE0_bit, 5 
0x28B0	0xD005      	BRA         L_USB_Interrupt_Proc51
0x28B2	0x6A68      	CLRF        UIR 
0x28B4	0x8069      	BSF         URSTIE_bit, 0 
0x28B6	0x8869      	BSF         IDLEIE_bit, 4 
0x28B8	0x0E02      	MOVLW       2
0x28BA	0x6E57      	MOVWF       __Lib_USB_genHID_USBDeviceState 
L_USB_Interrupt_Proc51:
L_USB_Interrupt_Proc50:
0x28BC	0xA468      	BTFSS       ACTVIF_bit, 2 
0x28BE	0xD005      	BRA         L_USB_Interrupt_Proc54
0x28C0	0xA469      	BTFSS       ACTVIE_bit, 2 
0x28C2	0xD003      	BRA         L_USB_Interrupt_Proc54
L__USB_Interrupt_Proc263:
0x28C4	0x0EFB      	MOVLW       251
0x28C6	0x1668      	ANDWF       UIR, 1 
0x28C8	0xDDD3      	RCALL       __Lib_USB_genHID_USB_Wake_From_Suspend
L_USB_Interrupt_Proc54:
0x28CA	0xA26D      	BTFSS       SUSPND_bit, 1 
0x28CC	0xD002      	BRA         L_USB_Interrupt_Proc55
0x28CE	0xDDCE      	RCALL       __Lib_USB_genHID_USB_Clear_Interrupt
0x28D0	0x0012      	RETURN      0
L_USB_Interrupt_Proc55:
0x28D2	0xA068      	BTFSS       URSTIF_bit, 0 
0x28D4	0xD018      	BRA         L_USB_Interrupt_Proc58
0x28D6	0xA069      	BTFSS       URSTIE_bit, 0 
0x28D8	0xD016      	BRA         L_USB_Interrupt_Proc58
L__USB_Interrupt_Proc262:
0x28DA	0xDD53      	RCALL       __Lib_USB_genHID_USB_Device_Init
0x28DC	0x0E04      	MOVLW       4
0x28DE	0x6E57      	MOVWF       __Lib_USB_genHID_USBDeviceState 
0x28E0	0x0E20      	MOVLW       __Lib_USB_genHID_SetupPkt
0x28E2	0x0104      	MOVLB       4
0x28E4	0x6F02      	MOVWF       1026, 1
0x28E6	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_SetupPkt)
0x28E8	0x6F03      	MOVWF       1027, 1
0x28EA	0x0E08      	MOVLW       8
0x28EC	0x6F01      	MOVWF       1025, 1
0x28EE	0x0E00      	MOVLW       0
0x28F0	0x1500      	ANDWF       __Lib_USB_genHID_BDT, 0, 1
0x28F2	0x6E00      	MOVWF       R0 
0x28F4	0xF400C000  	MOVFF       R0, __Lib_USB_genHID_BDT
0x28F8	0x0E8C      	MOVLW       140
0x28FA	0x1100      	IORWF       __Lib_USB_genHID_BDT, 0, 1
0x28FC	0x6E00      	MOVWF       R0 
0x28FE	0xF400C000  	MOVFF       R0, __Lib_USB_genHID_BDT
0x2902	0x0EFE      	MOVLW       254
0x2904	0x1668      	ANDWF       UIR, 1 
L_USB_Interrupt_Proc58:
0x2906	0xA868      	BTFSS       IDLEIF_bit, 4 
0x2908	0xD005      	BRA         L_USB_Interrupt_Proc61
0x290A	0xA869      	BTFSS       IDLEIE_bit, 4 
0x290C	0xD003      	BRA         L_USB_Interrupt_Proc61
L__USB_Interrupt_Proc261:
0x290E	0xDD80      	RCALL       __Lib_USB_genHID_USB_Suspend
0x2910	0x0EEF      	MOVLW       239
0x2912	0x1668      	ANDWF       UIR, 1 
L_USB_Interrupt_Proc61:
0x2914	0xAC68      	BTFSS       SOFIF_bit, 6 
0x2916	0xD011      	BRA         L_USB_Interrupt_Proc64
0x2918	0xAC69      	BTFSS       SOFIE_bit, 6 
0x291A	0xD00F      	BRA         L_USB_Interrupt_Proc64
L__USB_Interrupt_Proc260:
0x291C	0x0E73      	MOVLW       115
0x291E	0x0103      	MOVLB       3
0x2920	0x6F20      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_event, 1
0x2922	0x0E00      	MOVLW       0
0x2924	0x6F21      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_event+1, 1
0x2926	0x6B22      	CLRF        FARG___Lib_USB_genHID_USB_CB_Handler_pdata, 1
0x2928	0x6B23      	CLRF        FARG___Lib_USB_genHID_USB_CB_Handler_pdata+1, 1
0x292A	0x0E01      	MOVLW       1
0x292C	0x6F24      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_size, 1
0x292E	0x0E00      	MOVLW       0
0x2930	0x6F25      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_size+1, 1
0x2932	0xF002ECAA  	CALL        __Lib_USB_genHID_USB_CB_Handler, 0
0x2936	0x0EBF      	MOVLW       191
0x2938	0x1668      	ANDWF       UIR, 1 
L_USB_Interrupt_Proc64:
0x293A	0xAA68      	BTFSS       STALLIF_bit, 5 
0x293C	0xD003      	BRA         L_USB_Interrupt_Proc67
0x293E	0xAA69      	BTFSS       STALLIE_bit, 5 
0x2940	0xD001      	BRA         L_USB_Interrupt_Proc67
L__USB_Interrupt_Proc259:
0x2942	0xDD76      	RCALL       __Lib_USB_genHID_USB_Stall_Handler
L_USB_Interrupt_Proc67:
0x2944	0xA268      	BTFSS       UERRIF_bit, 1 
0x2946	0xD010      	BRA         L_USB_Interrupt_Proc70
0x2948	0xA269      	BTFSS       UERRIE_bit, 1 
0x294A	0xD00E      	BRA         L_USB_Interrupt_Proc70
L__USB_Interrupt_Proc258:
0x294C	0x0EFF      	MOVLW       255
0x294E	0x0103      	MOVLB       3
0x2950	0x6F20      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_event, 1
0x2952	0x0E3F      	MOVLW       63
0x2954	0x6F21      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_event+1, 1
0x2956	0x6B22      	CLRF        FARG___Lib_USB_genHID_USB_CB_Handler_pdata, 1
0x2958	0x6B23      	CLRF        FARG___Lib_USB_genHID_USB_CB_Handler_pdata+1, 1
0x295A	0x0E01      	MOVLW       1
0x295C	0x6F24      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_size, 1
0x295E	0x0E00      	MOVLW       0
0x2960	0x6F25      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_size+1, 1
0x2962	0xF002ECAA  	CALL        __Lib_USB_genHID_USB_CB_Handler, 0
0x2966	0x6A6A      	CLRF        UEIR 
L_USB_Interrupt_Proc70:
0x2968	0x0E04      	MOVLW       4
0x296A	0x5C57      	SUBWF       __Lib_USB_genHID_USBDeviceState, 0 
0x296C	0xE202      	BC          L_USB_Interrupt_Proc71
0x296E	0xDD7E      	RCALL       __Lib_USB_genHID_USB_Clear_Interrupt
0x2970	0x0012      	RETURN      0
L_USB_Interrupt_Proc71:
0x2972	0xA669      	BTFSS       TRNIE_bit, 3 
0x2974	0xD027      	BRA         L_USB_Interrupt_Proc72
0x2976	0x0103      	MOVLB       3
0x2978	0x6B1B      	CLRF        USB_Interrupt_Proc_i_L0, 1
L_USB_Interrupt_Proc73:
0x297A	0x0E04      	MOVLW       4
0x297C	0x5D1B      	SUBWF       USB_Interrupt_Proc_i_L0, 0, 1
0x297E	0xE222      	BC          L_USB_Interrupt_Proc74
0x2980	0xA668      	BTFSS       TRNIF_bit, 3 
0x2982	0xD01C      	BRA         L_USB_Interrupt_Proc76
0x2984	0xF0EBCF6C  	MOVFF       USTAT, __Lib_USB_genHID_USTATcopy
0x2988	0x0EF7      	MOVLW       247
0x298A	0x1668      	ANDWF       UIR, 1 
0x298C	0x0E78      	MOVLW       120
0x298E	0x0100      	MOVLB       0
0x2990	0x15EB      	ANDWF       __Lib_USB_genHID_USTATcopy, 0, 1
0x2992	0x6E01      	MOVWF       R1 
0x2994	0x5001      	MOVF        R1, 0 
0x2996	0x0A00      	XORLW       0
0x2998	0xE103      	BNZ         L_USB_Interrupt_Proc77
0x299A	0xF010EC08  	CALL        __Lib_USB_genHID_USB_Ctrl_EPService, 0
0x299E	0xD00D      	BRA         L_USB_Interrupt_Proc78
L_USB_Interrupt_Proc77:
0x29A0	0x0E72      	MOVLW       114
0x29A2	0x0103      	MOVLB       3
0x29A4	0x6F20      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_event, 1
0x29A6	0x0E00      	MOVLW       0
0x29A8	0x6F21      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_event+1, 1
0x29AA	0x0EEB      	MOVLW       __Lib_USB_genHID_USTATcopy
0x29AC	0x6F22      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_pdata, 1
0x29AE	0x0E00      	MOVLW       hi_addr(__Lib_USB_genHID_USTATcopy)
0x29B0	0x6F23      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_pdata+1, 1
0x29B2	0x6B24      	CLRF        FARG___Lib_USB_genHID_USB_CB_Handler_size, 1
0x29B4	0x6B25      	CLRF        FARG___Lib_USB_genHID_USB_CB_Handler_size+1, 1
0x29B6	0xF002ECAA  	CALL        __Lib_USB_genHID_USB_CB_Handler, 0
L_USB_Interrupt_Proc78:
0x29BA	0xD001      	BRA         L_USB_Interrupt_Proc79
L_USB_Interrupt_Proc76:
0x29BC	0xD003      	BRA         L_USB_Interrupt_Proc74
L_USB_Interrupt_Proc79:
0x29BE	0x0103      	MOVLB       3
0x29C0	0x2B1B      	INCF        USB_Interrupt_Proc_i_L0, 1, 1
0x29C2	0xD7DB      	BRA         L_USB_Interrupt_Proc73
L_USB_Interrupt_Proc74:
L_USB_Interrupt_Proc72:
0x29C4	0xDD53      	RCALL       __Lib_USB_genHID_USB_Clear_Interrupt
0x29C6	0x0012      	RETURN      0
; end of _USB_Interrupt_Proc
_ChoseMode:
0x29C8	0xBC81      	BTFSC       PORTB, 6 
0x29CA	0xD002      	BRA         L__ChoseMode112
0x29CC	0x9002      	BCF         R2, 0 
0x29CE	0xD001      	BRA         L__ChoseMode113
L__ChoseMode112:
0x29D0	0x8002      	BSF         R2, 0 
L__ChoseMode113:
0x29D2	0x5040      	MOVF        _menuMode, 0 
0x29D4	0x0A00      	XORLW       0
0x29D6	0x0EFF      	MOVLW       255
0x29D8	0xA4D8      	BTFSS       STATUS, 2 
0x29DA	0x0E00      	MOVLW       0
0x29DC	0x6E01      	MOVWF       R1 
0x29DE	0x6A00      	CLRF        R0 
0x29E0	0xB002      	BTFSC       R2, 0 
0x29E2	0x2A00      	INCF        R0, 1 
0x29E4	0x5001      	MOVF        R1, 0 
0x29E6	0x1600      	ANDWF       R0, 1 
0x29E8	0xE002      	BZ          L__ChoseMode69
0x29EA	0x0E01      	MOVLW       1
0x29EC	0x6E40      	MOVWF       _menuMode 
L__ChoseMode69:
0x29EE	0xBC81      	BTFSC       PORTB, 6 
0x29F0	0xD002      	BRA         L__ChoseMode114
0x29F2	0x8002      	BSF         R2, 0 
0x29F4	0xD001      	BRA         L__ChoseMode115
L__ChoseMode114:
0x29F6	0x9002      	BCF         R2, 0 
L__ChoseMode115:
0x29F8	0x5040      	MOVF        _menuMode, 0 
0x29FA	0x0A01      	XORLW       1
0x29FC	0x0EFF      	MOVLW       255
0x29FE	0xA4D8      	BTFSS       STATUS, 2 
0x2A00	0x0E00      	MOVLW       0
0x2A02	0x6E01      	MOVWF       R1 
0x2A04	0x6A00      	CLRF        R0 
0x2A06	0xB002      	BTFSC       R2, 0 
0x2A08	0x2A00      	INCF        R0, 1 
0x2A0A	0x5001      	MOVF        R1, 0 
0x2A0C	0x1600      	ANDWF       R0, 1 
0x2A0E	0xE034      	BZ          L__ChoseMode72
0x2A10	0x0E02      	MOVLW       2
0x2A12	0x6E40      	MOVWF       _menuMode 
0x2A14	0x0E42      	MOVLW       _newDisp1
0x2A16	0x0103      	MOVLB       3
0x2A18	0x6F14      	MOVWF       FARG_strcpy_s1, 1
0x2A1A	0x0E00      	MOVLW       hi_addr(_newDisp1)
0x2A1C	0x6F15      	MOVWF       FARG_strcpy_s1+1, 1
0x2A1E	0x0E43      	MOVLW       67
0x2A20	0x0101      	MOVLB       1
0x2A22	0x6F9D      	MOVWF       ?LocalText_ChoseMode, 1
0x2A24	0x0E68      	MOVLW       104
0x2A26	0x6F9E      	MOVWF       ?LocalText_ChoseMode+1, 1
0x2A28	0x0E6F      	MOVLW       111
0x2A2A	0x6F9F      	MOVWF       ?LocalText_ChoseMode+2, 1
0x2A2C	0x0E73      	MOVLW       115
0x2A2E	0x6FA0      	MOVWF       ?LocalText_ChoseMode+3, 1
0x2A30	0x0E65      	MOVLW       101
0x2A32	0x6FA1      	MOVWF       ?LocalText_ChoseMode+4, 1
0x2A34	0x0E20      	MOVLW       32
0x2A36	0x6FA2      	MOVWF       ?LocalText_ChoseMode+5, 1
0x2A38	0x0E6D      	MOVLW       109
0x2A3A	0x6FA3      	MOVWF       ?LocalText_ChoseMode+6, 1
0x2A3C	0x0E6F      	MOVLW       111
0x2A3E	0x6FA4      	MOVWF       ?LocalText_ChoseMode+7, 1
0x2A40	0x0E64      	MOVLW       100
0x2A42	0x6FA5      	MOVWF       ?LocalText_ChoseMode+8, 1
0x2A44	0x0E65      	MOVLW       101
0x2A46	0x6FA6      	MOVWF       ?LocalText_ChoseMode+9, 1
0x2A48	0x0E3A      	MOVLW       58
0x2A4A	0x6FA7      	MOVWF       ?LocalText_ChoseMode+10, 1
0x2A4C	0x0E30      	MOVLW       48
0x2A4E	0x6FA8      	MOVWF       ?LocalText_ChoseMode+11, 1
0x2A50	0x0E2D      	MOVLW       45
0x2A52	0x6FA9      	MOVWF       ?LocalText_ChoseMode+12, 1
0x2A54	0x0E36      	MOVLW       54
0x2A56	0x6FAA      	MOVWF       ?LocalText_ChoseMode+13, 1
0x2A58	0x0E20      	MOVLW       32
0x2A5A	0x6FAB      	MOVWF       ?LocalText_ChoseMode+14, 1
0x2A5C	0x0E20      	MOVLW       32
0x2A5E	0x6FAC      	MOVWF       ?LocalText_ChoseMode+15, 1
0x2A60	0x6BAD      	CLRF        ?LocalText_ChoseMode+16, 1
0x2A62	0x0E9D      	MOVLW       ?LocalText_ChoseMode
0x2A64	0x0103      	MOVLB       3
0x2A66	0x6F16      	MOVWF       FARG_strcpy_s2, 1
0x2A68	0x0E01      	MOVLW       hi_addr(?LocalText_ChoseMode)
0x2A6A	0x6F17      	MOVWF       FARG_strcpy_s2+1, 1
0x2A6C	0xF009EC38  	CALL        _strcpy, 0
0x2A70	0xF302C041  	MOVFF       _carTmpMode, FARG_showMode_chose
0x2A74	0xF00DECA4  	CALL        _showMode, 0
L__ChoseMode72:
0x2A78	0xBC81      	BTFSC       PORTB, 6 
0x2A7A	0xD002      	BRA         L__ChoseMode116
0x2A7C	0x9002      	BCF         R2, 0 
0x2A7E	0xD001      	BRA         L__ChoseMode117
L__ChoseMode116:
0x2A80	0x8002      	BSF         R2, 0 
L__ChoseMode117:
0x2A82	0x5040      	MOVF        _menuMode, 0 
0x2A84	0x0A02      	XORLW       2
0x2A86	0x0EFF      	MOVLW       255
0x2A88	0xA4D8      	BTFSS       STATUS, 2 
0x2A8A	0x0E00      	MOVLW       0
0x2A8C	0x6E01      	MOVWF       R1 
0x2A8E	0x6A00      	CLRF        R0 
0x2A90	0xB002      	BTFSC       R2, 0 
0x2A92	0x2A00      	INCF        R0, 1 
0x2A94	0x5000      	MOVF        R0, 0 
0x2A96	0x1601      	ANDWF       R1, 1 
0x2A98	0x0100      	MOVLB       0
0x2A9A	0x51AA      	MOVF        _underMenuMode, 0, 1
0x2A9C	0x0A00      	XORLW       0
0x2A9E	0x0EFF      	MOVLW       255
0x2AA0	0xA4D8      	BTFSS       STATUS, 2 
0x2AA2	0x0E00      	MOVLW       0
0x2AA4	0x6E00      	MOVWF       R0 
0x2AA6	0x5001      	MOVF        R1, 0 
0x2AA8	0x1600      	ANDWF       R0, 1 
0x2AAA	0xE002      	BZ          L__ChoseMode75
0x2AAC	0x0E01      	MOVLW       1
0x2AAE	0x6FAA      	MOVWF       _underMenuMode, 1
L__ChoseMode75:
0x2AB0	0xBC81      	BTFSC       PORTB, 6 
0x2AB2	0xD002      	BRA         L__ChoseMode118
0x2AB4	0x8002      	BSF         R2, 0 
0x2AB6	0xD001      	BRA         L__ChoseMode119
L__ChoseMode118:
0x2AB8	0x9002      	BCF         R2, 0 
L__ChoseMode119:
0x2ABA	0x5040      	MOVF        _menuMode, 0 
0x2ABC	0x0A02      	XORLW       2
0x2ABE	0x0EFF      	MOVLW       255
0x2AC0	0xA4D8      	BTFSS       STATUS, 2 
0x2AC2	0x0E00      	MOVLW       0
0x2AC4	0x6E01      	MOVWF       R1 
0x2AC6	0x6A00      	CLRF        R0 
0x2AC8	0xB002      	BTFSC       R2, 0 
0x2ACA	0x2A00      	INCF        R0, 1 
0x2ACC	0x5000      	MOVF        R0, 0 
0x2ACE	0x1601      	ANDWF       R1, 1 
0x2AD0	0x51AA      	MOVF        _underMenuMode, 0, 1
0x2AD2	0x0A01      	XORLW       1
0x2AD4	0x0EFF      	MOVLW       255
0x2AD6	0xA4D8      	BTFSS       STATUS, 2 
0x2AD8	0x0E00      	MOVLW       0
0x2ADA	0x6E00      	MOVWF       R0 
0x2ADC	0x5001      	MOVF        R1, 0 
0x2ADE	0x1600      	ANDWF       R0, 1 
0x2AE0	0xE00B      	BZ          L__ChoseMode78
0x2AE2	0x2A41      	INCF        _carTmpMode, 1 
0x2AE4	0x5041      	MOVF        _carTmpMode, 0 
0x2AE6	0x0806      	SUBLW       6
0x2AE8	0xA0D8      	BTFSS       STATUS, 0 
0x2AEA	0x6A41      	CLRF        _carTmpMode 
L__ChoseMode81:
0x2AEC	0xF302C041  	MOVFF       _carTmpMode, FARG_showMode_chose
0x2AF0	0xF00DECA4  	CALL        _showMode, 0
0x2AF4	0x0100      	MOVLB       0
0x2AF6	0x6BAA      	CLRF        _underMenuMode, 1
L__ChoseMode78:
0x2AF8	0xBC81      	BTFSC       PORTB, 6 
0x2AFA	0xD002      	BRA         L__ChoseMode120
0x2AFC	0x8002      	BSF         R2, 0 
0x2AFE	0xD001      	BRA         L__ChoseMode121
L__ChoseMode120:
0x2B00	0x9002      	BCF         R2, 0 
L__ChoseMode121:
0x2B02	0x5040      	MOVF        _menuMode, 0 
0x2B04	0x0A00      	XORLW       0
0x2B06	0x0EFF      	MOVLW       255
0x2B08	0xA4D8      	BTFSS       STATUS, 2 
0x2B0A	0x0E00      	MOVLW       0
0x2B0C	0x6E01      	MOVWF       R1 
0x2B0E	0x6A00      	CLRF        R0 
0x2B10	0xB002      	BTFSC       R2, 0 
0x2B12	0x2A00      	INCF        R0, 1 
0x2B14	0x5001      	MOVF        R1, 0 
0x2B16	0x1600      	ANDWF       R0, 1 
0x2B18	0xE016      	BZ          L__ChoseMode84
0x2B1A	0x0E42      	MOVLW       _newDisp1
0x2B1C	0x0103      	MOVLB       3
0x2B1E	0x6F14      	MOVWF       FARG_strcpy_s1, 1
0x2B20	0x0E00      	MOVLW       hi_addr(_newDisp1)
0x2B22	0x6F15      	MOVWF       FARG_strcpy_s1+1, 1
0x2B24	0x0E99      	MOVLW       _tmpDisp1
0x2B26	0x6F16      	MOVWF       FARG_strcpy_s2, 1
0x2B28	0x0E00      	MOVLW       hi_addr(_tmpDisp1)
0x2B2A	0x6F17      	MOVWF       FARG_strcpy_s2+1, 1
0x2B2C	0xF009EC38  	CALL        _strcpy, 0
0x2B30	0x0EAB      	MOVLW       _newDisp2
0x2B32	0x0103      	MOVLB       3
0x2B34	0x6F14      	MOVWF       FARG_strcpy_s1, 1
0x2B36	0x0E00      	MOVLW       hi_addr(_newDisp2)
0x2B38	0x6F15      	MOVWF       FARG_strcpy_s1+1, 1
0x2B3A	0x0EC7      	MOVLW       _tmpDisp2
0x2B3C	0x6F16      	MOVWF       FARG_strcpy_s2, 1
0x2B3E	0x0E00      	MOVLW       hi_addr(_tmpDisp2)
0x2B40	0x6F17      	MOVWF       FARG_strcpy_s2+1, 1
0x2B42	0xF009EC38  	CALL        _strcpy, 0
L__ChoseMode84:
0x2B46	0xBE81      	BTFSC       PORTB, 7 
0x2B48	0xD002      	BRA         L__ChoseMode122
0x2B4A	0x9002      	BCF         R2, 0 
0x2B4C	0xD001      	BRA         L__ChoseMode123
L__ChoseMode122:
0x2B4E	0x8002      	BSF         R2, 0 
L__ChoseMode123:
0x2B50	0x5040      	MOVF        _menuMode, 0 
0x2B52	0x0A02      	XORLW       2
0x2B54	0x0EFF      	MOVLW       255
0x2B56	0xA4D8      	BTFSS       STATUS, 2 
0x2B58	0x0E00      	MOVLW       0
0x2B5A	0x6E01      	MOVWF       R1 
0x2B5C	0x6A00      	CLRF        R0 
0x2B5E	0xB002      	BTFSC       R2, 0 
0x2B60	0x2A00      	INCF        R0, 1 
0x2B62	0x5001      	MOVF        R1, 0 
0x2B64	0x1600      	ANDWF       R0, 1 
0x2B66	0xE002      	BZ          L__ChoseMode87
0x2B68	0x0E03      	MOVLW       3
0x2B6A	0x6E40      	MOVWF       _menuMode 
L__ChoseMode87:
0x2B6C	0xBE81      	BTFSC       PORTB, 7 
0x2B6E	0xD002      	BRA         L__ChoseMode124
0x2B70	0x8002      	BSF         R2, 0 
0x2B72	0xD001      	BRA         L__ChoseMode125
L__ChoseMode124:
0x2B74	0x9002      	BCF         R2, 0 
L__ChoseMode125:
0x2B76	0x5040      	MOVF        _menuMode, 0 
0x2B78	0x0A03      	XORLW       3
0x2B7A	0x0EFF      	MOVLW       255
0x2B7C	0xA4D8      	BTFSS       STATUS, 2 
0x2B7E	0x0E00      	MOVLW       0
0x2B80	0x6E01      	MOVWF       R1 
0x2B82	0x6A00      	CLRF        R0 
0x2B84	0xB002      	BTFSC       R2, 0 
0x2B86	0x2A00      	INCF        R0, 1 
0x2B88	0x5001      	MOVF        R1, 0 
0x2B8A	0x1600      	ANDWF       R0, 1 
0x2B8C	0xE021      	BZ          L__ChoseMode90
0x2B8E	0xF302C041  	MOVFF       _carTmpMode, FARG_ShortToStr_input
0x2B92	0x0EBC      	MOVLW       _carMode
0x2B94	0x0103      	MOVLB       3
0x2B96	0x6F03      	MOVWF       FARG_ShortToStr_output, 1
0x2B98	0x0E00      	MOVLW       hi_addr(_carMode)
0x2B9A	0x6F04      	MOVWF       FARG_ShortToStr_output+1, 1
0x2B9C	0xF00FEC00  	CALL        _ShortToStr, 0
0x2BA0	0x0EBC      	MOVLW       _carMode
0x2BA2	0x6F02      	MOVWF       FARG_delSpaces_source, 1
0x2BA4	0x0E00      	MOVLW       hi_addr(_carMode)
0x2BA6	0x6F03      	MOVWF       FARG_delSpaces_source+1, 1
0x2BA8	0x0E0A      	MOVLW       10
0x2BAA	0x6F04      	MOVWF       FARG_delSpaces_size, 1
0x2BAC	0x0EAE      	MOVLW       FLOC__ChoseMode
